date,GOOGL,AMZN,FB,AAPL,MSFT
2019-11-22,-0.0049763871583060615,0.006346882187800773,0.004496539180518289,-0.0008778290904928321,0.0007358843992508746
2019-11-21,-0.001321186609927194,-0.006198690369114246,0.002126474608880713,-0.0044834530187317645,-0.0009357037829168524
2019-11-20,-0.008174677545920717,-0.004141967948242509,-0.009080874974914721,-0.011641443538998875,-0.005120021278010367
2019-11-19,-0.005493090071523876,0.0001483569468139212,0.009726443768997006,-0.003032572070385653,0.0003325794864972309
2019-11-18,-0.010273407621818609,0.007496450108939845,0.01178882624295241,0.005042143287176559,0.002467160098686527
2019-11-15,0.018630409044036123,-0.008611649378775788,0.010095780481490957,0.011879378617118519,0.012900175604484643
2019-11-14,0.010006326281843503,0.0008499181454673099,-0.00020705005435062152,-0.006919499376110916,0.005091304052678103
2019-11-13,-0.0007940117637081912,-0.013998875140607492,-0.006581992081040822,0.009581615513819086,0.0016318759774258673
2019-11-12,-0.0008241673598915478,0.0035842293906809264,0.02563155951690299,-0.0009153318077803618,0.006570392170282435
2019-11-11,-0.00818945760122236,-0.007968060563979695,-0.006445189687696473,0.007918812946874798,0.001027678816114097
2019-11-08,0.0015762008967512564,-0.0012973940275137208,0.002205650666946779,0.0027367690706547876,0.011784278386247182
2019-11-07,0.012339176303824084,-0.004215461890999417,-0.005899243017489009,0.008513450474265216,0.0013883104262111257
2019-11-06,-0.0003329616552066872,-0.00329686797542339,-0.014254837381638463,0.0004277991677361648,-0.0027689325764918005
2019-11-05,0.0014190336613395527,-0.0016346569436902492,-0.0020542317173377622,-0.0014368932038835158,-0.0006226219301279645
2019-11-04,0.013645116918844513,0.007379538248559747,0.005681231277760546,0.006567117504495457,0.005775118285555436
2019-11-01,0.010684779154750634,0.008318980559026468,0.010279154709105232,0.028380768612317198,0.00244123596289314
2019-10-31,-0.0015070992305862285,-0.0018707970269495888,0.018061088977423756,0.02260955356408778,-0.008574787359103886
2019-10-30,3.17294115781408e-05,0.009803087291726964,-0.005599281601605832,-0.00012330963048212684,0.01246236784989141
2019-10-29,-0.021970860680537996,-0.008086298872307274,-0.00047518479408659164,-0.023127885966673478,-0.009431999445176364
2019-10-28,0.01952068338210866,0.008942106249254733,0.008036617169620675,0.01001703301159873,0.02458608683294261
2019-10-25,0.004121959161630162,-0.01092218016824087,0.008101727653181623,0.012316282124969158,0.005645276547091571
2019-10-24,0.0011768167107970573,0.010560842597479247,0.0012355627182378814,0.0016448721111934628,0.019673564558437606
2019-10-23,0.013237189816306838,-0.0020161632865726142,0.020895031260282915,0.013418903150525185,0.006379702280560284
2019-10-22,-0.002475327096794877,-0.011161139298634715,-0.03910202360876891,-0.00228680720136365,-0.014881167377013615
2019-10-21,-0.00010446717721657173,0.01601697856626716,0.021038471885929555,0.017342751998646433,0.007423040535623482
2019-10-18,-0.00669699872286067,-0.016766621164992057,-0.023845790220074492,0.004802788167290073,-0.016321855537261065
2019-10-17,0.007884151246983162,0.005654231108960683,0.00443154840411486,0.0038827494986559685,-0.005127839897443143
2019-10-16,0.0006117980422462033,0.0056863832339395515,0.0034940970935466442,-0.004037055923848287,-0.008228853964329819
2019-10-15,0.020094106440460946,0.01782392610125383,0.030608904408555127,-0.0023317929367873136,0.014510927982801736
2019-10-14,0.0016944830592822147,0.0026040463762759813,-0.0049405505184862974,-0.0014393971466069022,-0.0009306987399770872
2019-10-11,0.005159284645340545,0.006778045179217207,0.023107259901127497,0.026598287626580897,0.00416966211358738
2019-10-10,0.005879906852960692,-0.0010046515949569956,0.001000834028356934,0.013478394925780846,0.0062210648148146586
2019-10-09,0.010309798089284339,0.00966279881091281,0.01181434599156117,0.011720142602495542,0.018943023512935975
2019-10-08,-0.014996896337678423,-0.01566954855540037,-0.010741317898486202,-0.011714965207434092,-0.010574679113185659
2019-10-07,-0.002237893902358512,-0.004018049607679708,-0.004267110002770802,0.00022025461433416993,-0.007240081088908168
2019-10-04,0.018101107253053916,0.00883195509214696,0.005964990522912217,0.028031881170183848,0.01350161432345165
2019-10-03,0.00977146155935893,0.00653152232916776,0.027376861397479857,0.008494702228717399,0.012105458596360918
2019-10-02,-0.02328358208955217,-0.012917350848385412,-0.006882429895910369,-0.02506790150941718,-0.017655212665061537
2019-10-01,-0.012398250814812495,-0.00014977735020826888,-0.012747079964061103,0.0027682278876635102,-0.014097676760411515
2019-09-30,-0.003923487907337098,0.006062186675939607,0.005533596837944854,0.02353532583858886,0.009438756988310537
2019-09-27,-0.013153128496566802,-0.00827087548280292,-0.01671200932763317,-0.004866069398335449,-0.012971191056327935
2019-09-26,-0.0029295150649309987,-0.01611124620404558,-0.014715536105032845,-0.005157670904402223,0.0012916188289320285
2019-09-25,0.022662168706343966,0.01534212596390705,0.00838481906443067,0.015389562660786504,0.01441257825010922
2019-09-24,-0.01325028954636398,-0.024472077521985103,-0.029654212611069486,-0.004754937820043881,-0.012649130372286876
2019-09-23,0.0039436024198271635,-0.004938244080795573,-0.016374453746117013,0.004546915905019988,-0.002151462994836595
2019-09-20,-0.007192734611503604,-0.015009607466373809,-0.0011044493531081612,-0.014618030412744454,-0.011554547387821579
2019-09-19,0.004948687786476169,0.0022228824843462114,0.010630381630700514,-0.008124971944157622,0.01840889402252377
2019-09-18,0.0022522522522523403,-0.0027927903212531247,0.00031901318587812533,0.009379247847757233,0.008224761627483979
2019-09-17,-0.001420881271161023,0.008136782016107569,0.009988186016539613,0.0036380172805821065,0.007775251228636204
2019-09-16,-0.006774029660572611,-0.017125708134439477,-0.005181900742560974,0.005257142857142849,-0.0072094378094959
2019-09-13,0.004097265520619953,-0.0022836375471237957,-0.0014935723049021021,-0.01943205504628287,-0.0014543339150669965
2019-09-12,0.012270491803278771,0.01127817486656535,-0.005411427661945023,-0.002258598327295469,0.01028504260946228
2019-09-11,0.011860330098697913,0.001340254318749956,0.012461728527689786,0.03179510844485467,0.00029394473838917357
2019-09-10,0.0003567665336399184,-0.005897288885248542,-0.013721127357490981,0.011813045711350778,-0.010471204188481686
2019-09-09,-0.0008704158100669712,-0.0011780682952370336,0.006773694597045132,0.004267091812810708,-0.011358734723220576
2019-09-06,-0.004842475189533069,-0.0039169455430484446,-0.017862755369303263,-9.377344336092275e-05,-0.006783291681542458
2019-09-05,0.025307247921371623,0.022270106963157232,0.020091909800149743,0.019551603805153306,0.017583375717503458
2019-09-04,0.010875977940233428,0.006022884727126421,0.02604309446789843,0.01696645600388913,0.011687738900323374
2019-09-03,-0.017622403467363323,0.007628258899166296,-0.01766575106371515,-0.014563571907636352,-0.013201798926447239
2019-08-30,-0.003106578242229374,-0.00565942678011655,0.000538880206929937,-0.0012918042198937219,-0.0018824210831160926
2019-08-29,0.017456869009584652,0.012554910018421461,0.020961707746478986,0.016931834768646903,0.018884626733549625
2019-08-28,0.0025025196016468243,0.001373571797506079,0.0025372311086595545,0.006710423197492155,-0.0013260645351407252
2019-08-27,-0.0003073822981950469,-0.003979941996868019,0.00521179862497223,-0.011283839411109553,0.0021410114433371152
2019-08-26,0.015256852580662006,0.011002389090202458,0.014683544303797591,0.01899921042242414,0.015443436539470667
2019-08-23,-0.03184168121391173,-0.031003544528134697,-0.02356624917600525,-0.046220465028711355,-0.031862389316301476
2019-08-22,-5.035331240865748e-05,-0.009838007392215187,-0.008226641242168431,-0.0008465011286680202,-0.007277181353123385
2019-08-21,0.0068016864802751265,0.01230167982324648,-0.0014145041075022124,0.01083856246434678,0.011146728835786046
2019-08-20,-0.014086501616074165,-0.008116203775080821,-0.012676585916098104,4.753981459471035e-05,-0.008308648219059411
2019-08-19,0.018003578667073805,0.013137562270929326,0.013445835601524125,0.01864406779661021,0.01674869609931684
2019-08-16,0.008457907159716838,0.009261761592685103,0.00607919382222466,0.02359472588480216,0.018327348892878348
2019-08-15,0.0043547348078161185,0.007464718428098038,0.016025819375660832,-0.0049815043156595795,-0.0022391401701745695
2019-08-14,-0.027140624869435914,-0.03364504423517545,-0.046378349694879195,-0.029765038043738312,-0.033333333333333326
2019-08-13,0.01892720306513418,0.02208502341841645,0.01661541781302245,0.04234836392657626,0.020693718241402204
2019-08-12,-0.012112036336109133,-0.012536097987364214,-0.013202022890604126,-0.002537439673615749,-0.01394234260402305
2019-08-09,-0.014334391762491738,-0.013808793762855487,-0.012147665124106033,-0.011994297792852548,-0.008495932032543618
2019-08-08,0.025750270003656706,0.02201962752314035,0.02705914123683484,0.02205586816720273,0.02668539325842678
2019-08-07,0.004124397991597695,0.003115508745238804,0.003468646685816479,0.01035532994923849,0.004380429133566066
2019-08-06,0.014141589088547235,0.012860242588364601,0.015297419248335498,0.018930381710975386,0.01875803645715135
2019-08-05,-0.03474822789888987,-0.03187183256181303,-0.03856734737064871,-0.052347809038329585,-0.034258582907231494
2019-08-02,-0.012758091402729876,-0.01729081775650554,-0.01924972759819421,-0.02115818260327207,-0.00840214399536432
2019-08-01,-0.005270070595961296,-0.0061389129945682575,-0.007722802862585643,-0.021639128802102836,0.01313568650473318
2019-07-31,-0.007980456026058569,-0.0167234649966026,-0.014261063743402413,0.020404253280965623,-0.0290701816886354
2019-07-30,-0.011144752947239489,-0.007278621663311502,0.005613963458201532,-0.004292254864555534,-0.004821669148408203
2019-07-29,-0.0027143797883105725,-0.01574843673605919,-0.019073842302878563,0.009338596322326032,-0.0021932927692089876
2019-07-26,0.09620226420409517,-0.015589060805949906,-0.004783020278013139,0.003477924838179991,0.008203152863970331
2019-07-25,-0.0033253489861633234,-0.013489536737621322,-0.019300302941463787,-0.007907221929361996,-0.0037663445139283214
2019-07-24,-0.007247071120595749,0.003168729850738794,0.011365882585491205,-0.0008140203026241188,0.01026635077895044
2019-07-23,0.007759763344773907,0.004462059900384174,0.00019770660340068247,0.007817778206736792,0.00621252618652024
2019-07-22,0.006769475498210387,0.010745627430619242,0.019963702359346636,0.022854040179673296,0.013248426291904591
2019-07-19,-0.013676301384191625,-0.006764750492947114,-0.012052993326028383,-0.014927550325780414,0.0014660606949128407
2019-07-18,0.00043601862671582836,-0.007093266667670628,-0.005054509415262642,0.0113597246127366,0.001100755852351698
2019-07-17,-0.005825949751183446,-0.00889098960147272,-0.010007849293563575,-0.005623471882640563,-0.005908958272541565
2019-07-16,0.00256408027744226,-0.005487409635871465,-0.000343288705801581,-0.0034598703766873795,-0.013102951763858894
2019-07-15,0.0045139434578378435,0.00496767777225271,-0.004685898374579001,0.009394982784062922,0.0
2019-07-12,0.0011013215859030367,0.004962345145347324,0.018088754161904363,0.007682775712515522,0.0036127167630057855
2019-07-11,0.002778483841845425,-0.008099493905552202,-0.007399003600848442,-0.0072823894110121135,0.0039898440333696605
2019-07-10,0.01478266283610119,0.014640647789569083,0.01766979569298721,0.009888690121248267,0.010186135131173835
2019-07-09,0.0067156761790487796,0.018429355843304407,0.01762362076011459,0.006099390060993803,-0.0036507009345794206
2019-07-08,-0.014011265516571725,0.004843250588035364,-0.0032586558044807035,-0.02061401361210391,-0.000729607471180449
2019-07-05,0.008610940435801018,0.0020165033522434594,-0.0040567951318457585,-0.000880583141725011,-0.0029099374363451558
2019-07-03,0.009338486428186243,0.002424637209134106,0.011282051282051286,0.008286884032950192,0.006443110265046181
2019-07-02,0.011454545454545384,0.00630530800805329,0.010362694300518172,0.0058546266435126615,0.006633254716981174
2019-07-01,0.015884743258219425,0.015082143819014293,0.0,0.018340743734842402,0.0128396536279487
2019-06-28,0.005730845322905687,-0.00559266494423083,0.01846965699208436,-0.00911184539901888,-0.0014163250093178759
2019-06-27,-0.003415654620852915,0.0033986184220926585,0.009804966428647477,-0.0003003003003002602,0.0016426491450758363
2019-06-26,-0.006675371007190289,0.010413838266063902,-0.006248676127939001,0.021629084215370575,0.0037472832196656647
2019-06-25,-0.026076833527357457,-0.01861643764042009,-0.01952232606438209,-0.015157619095578667,-0.03157207141820284
2019-06-24,-0.007704132862969337,0.0013603306649925262,0.007638380244846754,-0.0010061374383740773,0.005913703730743958
2019-06-21,0.010932446999640577,-0.0035919278069430627,0.008494697409380914,-0.0034092048531033647,0.00014603870025564625
2019-06-20,0.007867742256747468,0.004924585732322573,0.010934499679965848,0.008035578915449593,0.009285872208711021
2019-06-19,-0.0006604900293148974,0.0039024492865671334,-0.005252825383350146,-0.0029226505416980464,0.003921278484758872
2019-06-18,0.010375814752854318,0.008133486741992435,-0.0028569916935611284,0.023518489865387515,0.017388031614602895
2019-06-17,0.006987020160176938,0.00875020725582587,0.04235371973749502,0.005966587112171684,0.003020007550018855
2019-06-14,-0.004317100668188245,-0.00033684435652026057,0.021750154955767265,-0.007262425959309815,0.0009824667472793092
2019-06-13,0.011036975257158854,0.008074078865101475,0.013882541133455328,-0.00020598383026926292,0.006312267092554391
2019-06-12,-0.0017945681935913615,-0.004496431829157155,-0.017181358787198175,-0.0031825881628253505,-0.00461771385314147
2019-06-11,-0.0015885330082382465,0.001649978770631444,0.01876215535979875,0.011579603281753004,-0.0037707390648566985
2019-06-10,0.013469116504581935,0.03137420109421685,0.008479953850591304,0.012779384696292473,0.00913242009132409
2019-06-07,0.01967053523707718,0.028312319022321564,0.02982237272025179,0.026616996004751092,0.02800813644187139
2019-06-06,0.0029866748353499784,0.009122807017543755,0.0009514182077661193,0.014681713597019863,0.015814988476515968
2019-06-05,-0.009341008449582189,0.005168944702699019,0.0040000000000000036,0.016143397906924983,0.02167911659629751
2019-06-04,0.015162600843329432,0.021781897453166277,0.020408163265306145,0.03658395845354856,0.027703604806408544
2019-06-03,-0.061238138273836396,-0.0464094373743007,-0.07505493886290637,-0.010110241617638516,-0.031047865459249757
2019-05-31,-0.013295761585860766,-0.022710755813953543,-0.03027156985957047,-0.018115535614133593,-0.01630478008430758
